6043,"51.474579","-0.171834","2011-03-22 07:47:55"
6043,"51.479015","-0.172361","2011-03-22 07:48:01"
6043,"51.478935","-0.172237","2011-03-22 07:48:07"
6043,"51.478935","-0.172237","2011-03-22 07:48:23"
6043,"51.478897","-0.172087","2011-03-22 07:48:29"
6043,"51.478897","-0.172087","2011-03-22 07:48:39"
6043,"51.478897","-0.172087","2011-03-22 07:48:59"
6043,"51.478848","-0.172105","2011-03-22 07:49:09"
6043,"51.47887","-0.172202","2011-03-22 07:49:10"
6043,"51.478901","-0.172274","2011-03-22 07:49:11"
6043,"51.478935","-0.172347","2011-03-22 07:49:12"
6043,"51.47897","-0.172416","2011-03-22 07:49:13"
6043,"51.478992","-0.172465","2011-03-22 07:49:14"
6043,"51.479012","-0.172525","2011-03-22 07:49:15"
6043,"51.479027","-0.172576","2011-03-22 07:49:16"
6043,"51.479046","-0.172615","2011-03-22 07:49:17"
6043,"51.479061","-0.172702","2011-03-22 07:49:20"
6043,"51.47908","-0.172773","2011-03-22 07:49:23"
6043,"51.479092","-0.172809","2011-03-22 07:49:25"
6043,"51.479095","-0.172822","2011-03-22 07:49:26"
6043,"51.479122","-0.172826","2011-03-22 07:49:28"
6043,"51.479111","-0.172824","2011-03-22 07:49:28"
6043,"51.479134","-0.17283","2011-03-22 07:49:29"
6043,"51.479122","-0.172841","2011-03-22 07:49:30"
6043,"51.479111","-0.172852","2011-03-22 07:49:31"
6043,"51.479095","-0.172852","2011-03-22 07:49:32"
6043,"51.47908","-0.17283","2011-03-22 07:49:33"
6043,"51.479065","-0.172801","2011-03-22 07:49:34"
6043,"51.47905","-0.172767","2011-03-22 07:49:35"
6043,"51.479038","-0.172721","2011-03-22 07:49:36"
6043,"51.479023","-0.172681","2011-03-22 07:49:37"
6043,"51.479008","-0.172643","2011-03-22 07:49:38"
6043,"51.478985","-0.172623","2011-03-22 07:49:39"
6043,"51.478966","-0.172624","2011-03-22 07:49:40"
6043,"51.478943","-0.172637","2011-03-22 07:49:41"
6043,"51.478916","-0.172648","2011-03-22 07:49:42"
6043,"51.478889","-0.172665","2011-03-22 07:49:43"
6043,"51.478863","-0.172681","2011-03-22 07:49:44"
6043,"51.478836","-0.172694","2011-03-22 07:49:45"
6043,"51.478806","-0.172707","2011-03-22 07:49:46"
6043,"51.478779","-0.172732","2011-03-22 07:49:48"
6043,"51.478752","-0.17276","2011-03-22 07:49:48"
6043,"51.478718","-0.172781","2011-03-22 07:49:49"
6043,"51.478687","-0.172808","2011-03-22 07:49:50"
6043,"51.478649","-0.172828","2011-03-22 07:49:51"
6043,"51.478615","-0.172826","2011-03-22 07:49:52"
6043,"51.478577","-0.172825","2011-03-22 07:49:53"
6043,"51.478542","-0.172805","2011-03-22 07:49:54"
6043,"51.478508","-0.172785","2011-03-22 07:49:55"
6043,"51.478489","-0.172736","2011-03-22 07:49:56"
6043,"51.478481","-0.172681","2011-03-22 07:49:57"
6043,"51.478477","-0.172626","2011-03-22 07:49:58"
