5937,"51.476105","-0.100224","2011-03-22 07:55:26"
5937,"51.475967","-0.100368","2011-03-22 07:55:40"
5937,"51.476021","-0.100246","2011-03-22 07:55:44"
5937,"51.476051","-0.100078","2011-03-22 07:55:46"
5937,"51.476009","-0.099922","2011-03-22 07:55:52"
5937,"51.476044","-0.099775","2011-03-22 07:55:58"
5937,"51.476074","-0.099968","2011-03-22 07:56:43"
5937,"51.476086","-0.100047","2011-03-22 07:56:45"
5937,"51.476074","-0.100123","2011-03-22 07:56:46"
5937,"51.476089","-0.10019","2011-03-22 07:56:48"
5937,"51.476112","-0.100246","2011-03-22 07:56:53"
5937,"51.476112","-0.100264","2011-03-22 07:56:54"
5937,"51.476116","-0.10028","2011-03-22 07:56:55"
5937,"51.476112","-0.100356","2011-03-22 07:57:05"
5937,"51.476135","-0.100378","2011-03-22 07:57:06"
5937,"51.476154","-0.100392","2011-03-22 07:57:07"
5937,"51.476189","-0.100396","2011-03-22 07:57:08"
5937,"51.476219","-0.100387","2011-03-22 07:57:09"
5937,"51.476257","-0.100379","2011-03-22 07:57:10"
5937,"51.476292","-0.100358","2011-03-22 07:57:11"
5937,"51.47633","-0.10034","2011-03-22 07:57:12"
5937,"51.476372","-0.100327","2011-03-22 07:57:13"
5937,"51.476414","-0.100313","2011-03-22 07:57:14"
5937,"51.476463","-0.10028","2011-03-22 07:57:15"
5937,"51.476509","-0.100253","2011-03-22 07:57:16"
5937,"51.476555","-0.100224","2011-03-22 07:57:17"
5937,"51.476589","-0.100196","2011-03-22 07:57:18"
5937,"51.476627","-0.100167","2011-03-22 07:57:19"
5937,"51.476665","-0.100135","2011-03-22 07:57:20"
5937,"51.476692","-0.100112","2011-03-22 07:57:24"
5937,"51.476761","-0.100064","2011-03-22 07:57:30"
5937,"51.476753","-0.099897","2011-03-22 07:57:31"
5937,"51.476715","-0.099819","2011-03-22 07:57:32"
5937,"51.476677","-0.099738","2011-03-22 07:57:33"
5937,"51.476639","-0.099653","2011-03-22 07:57:34"
5937,"51.476604","-0.09957","2011-03-22 07:57:35"
5937,"51.47657","-0.099485","2011-03-22 07:57:36"
5937,"51.476536","-0.099398","2011-03-22 07:57:37"
5937,"51.476501","-0.099309","2011-03-22 07:57:38"
5937,"51.476471","-0.099218","2011-03-22 07:57:39"
5937,"51.47644","-0.099126","2011-03-22 07:57:40"
5937,"51.476406","-0.099036","2011-03-22 07:57:44"
5937,"51.476109","-0.098336","2011-03-22 07:57:49"
5937,"51.476078","-0.098251","2011-03-22 07:57:50"
5937,"51.476044","-0.098161","2011-03-22 07:57:51"
5937,"51.476009","-0.098071","2011-03-22 07:57:52"
5937,"51.475975","-0.097981","2011-03-22 07:57:53"
5937,"51.475967","-0.097888","2011-03-22 07:57:54"
5937,"51.475956","-0.097797","2011-03-22 07:57:55"
5937,"51.475964","-0.097705","2011-03-22 07:57:56"
5937,"51.475971","-0.097608","2011-03-22 07:57:57"
5937,"51.475975","-0.097508","2011-03-22 07:57:58"
5937,"51.475983","-0.097411","2011-03-22 07:57:59"
5937,"51.475986","-0.097315","2011-03-22 07:58:00"
5937,"51.475986","-0.09722","2011-03-22 07:58:04"
5937,"51.476002","-0.096826","2011-03-22 07:58:05"
5937,"51.476006","-0.096728","2011-03-22 07:58:06"
5937,"51.476009","-0.096629","2011-03-22 07:58:07"
5937,"51.476009","-0.096528","2011-03-22 07:58:08"
5937,"51.476013","-0.096439","2011-03-22 07:58:09"
5937,"51.476013","-0.096343","2011-03-22 07:58:10"
5937,"51.476013","-0.096243","2011-03-22 07:58:11"
